Atm_Pressure(mb),Cloud_Density(%),Date,Humidity(%),Max_Temp(°c),Min_Temp(°c),Rain(mm),Wind_Direction,Wind_Speed(Km/h)
1011.0,11.0,2018-01-01,56.0,28.0,17.0,0.0,SSE,5.0
1011.0,10.0,2018-01-02,54.0,28.0,17.0,0.0,S,7.0
1012.0,18.0,2018-01-03,58.0,27.0,19.0,0.2,ESE,8.0
1013.0,14.0,2018-01-04,58.0,27.0,17.0,0.0,ENE,12.0
1013.0,10.0,2018-01-05,53.0,27.0,17.0,0.0,E,11.0
1012.0,8.0,2018-01-06,51.0,26.0,15.0,0.0,ENE,9.0
1013.0,8.0,2018-01-07,49.0,27.0,16.0,0.0,ENE,10.0
1014.0,5.0,2018-01-08,51.0,26.0,16.0,0.0,E,13.0
1015.0,15.0,2018-01-09,63.0,27.0,16.0,0.0,E,14.0
1016.0,42.0,2018-01-10,71.0,26.0,18.0,0.1,E,15.0
1015.0,34.0,2018-01-11,71.0,27.0,18.0,0.0,E,12.0
1014.0,16.0,2018-01-12,62.0,29.0,18.0,0.0,E,12.0
1014.0,2.0,2018-01-13,50.0,30.0,19.0,0.0,ESE,13.0
1015.0,1.0,2018-01-14,47.0,29.0,17.0,0.0,E,13.0
1014.0,5.0,2018-01-15,47.0,30.0,17.0,0.0,E,12.0
1013.0,15.0,2018-01-16,53.0,29.0,18.0,0.0,ENE,11.0
1013.0,8.0,2018-01-17,51.0,29.0,18.0,0.0,ENE,12.0
1014.0,2.0,2018-01-18,45.0,28.0,16.0,0.0,ENE,12.0
1015.0,0.0,2018-01-19,42.0,28.0,15.0,0.0,ENE,13.0
1014.0,0.0,2018-01-20,46.0,27.0,15.0,0.0,ENE,8.0
1013.0,0.0,2018-01-21,46.0,28.0,15.0,0.0,ENE,11.0
1012.0,1.0,2018-01-22,52.0,28.0,15.0,0.0,ESE,11.0
1011.0,17.0,2018-01-23,57.0,28.0,16.0,0.0,S,8.0
1011.0,17.0,2018-01-24,51.0,29.0,17.0,0.0,NE,9.0
1010.0,6.0,2018-01-25,47.0,29.0,18.0,0.0,ENE,9.0
1011.0,4.0,2018-01-26,45.0,29.0,17.0,0.0,E,9.0
1012.0,6.0,2018-01-27,50.0,28.0,16.0,0.0,E,10.0
1013.0,7.0,2018-01-28,49.0,29.0,17.0,0.0,ENE,12.0
1014.0,2.0,2018-01-29,41.0,29.0,17.0,0.0,E,13.0
1015.0,0.0,2018-01-30,49.0,29.0,16.0,0.0,ENE,13.0
1015.0,0.0,2018-01-31,43.0,29.0,16.0,0.0,ENE,12.0
1015.0,0.0,2018-02-01,29.0,30.0,16.0,0.0,ENE,13.0
1014.0,0.0,2018-02-02,29.0,30.0,17.0,0.0,E,13.0
1014.0,0.0,2018-02-03,33.0,29.0,15.0,0.0,E,13.0
1014.0,12.0,2018-02-04,39.0,29.0,15.0,0.0,E,12.0
1015.0,9.0,2018-02-05,46.0,29.0,15.0,0.0,E,13.0
1015.0,29.0,2018-02-06,59.0,30.0,17.0,0.0,ESE,11.0
1014.0,49.0,2018-02-07,66.0,28.0,20.0,7.4,ESE,11.0
1013.0,39.0,2018-02-08,50.0,28.0,20.0,0.3,E,9.0
1012.0,41.0,2018-02-09,53.0,30.0,21.0,1.1,ESE,7.0
1014.0,35.0,2018-02-10,52.0,29.0,22.0,1.8,SE,12.0
1014.0,18.0,2018-02-11,49.0,29.0,20.0,0.0,ESE,15.0
1016.0,9.0,2018-02-12,57.0,29.0,19.0,0.0,ESE,14.0
1017.0,14.0,2018-02-13,57.0,29.0,19.0,0.0,ESE,14.0
1018.0,18.0,2018-02-14,61.0,30.0,18.0,0.0,E,16.0
1018.0,9.0,2018-02-15,59.0,30.0,18.0,0.0,E,15.0
1017.0,15.0,2018-02-16,41.0,30.0,19.0,0.0,E,12.0
1013.0,18.0,2018-02-17,40.0,30.0,18.0,0.0,ENE,12.0
1012.0,0.0,2018-02-18,42.0,30.0,18.0,0.0,E,12.0
1013.0,1.0,2018-02-19,40.0,30.0,18.0,0.0,E,13.0
1013.0,3.0,2018-02-20,41.0,31.0,18.0,0.0,E,14.0
1012.0,2.0,2018-02-21,34.0,31.0,19.0,0.0,E,16.0
1011.0,2.0,2018-02-22,34.0,31.0,19.0,0.0,E,14.0
1012.0,0.0,2018-02-23,32.0,30.0,19.0,0.0,E,15.0
1013.0,1.0,2018-02-24,42.0,30.0,17.0,0.0,E,14.0
1014.0,1.0,2018-02-25,42.0,31.0,17.0,0.0,E,14.0
1013.0,0.0,2018-02-26,35.0,31.0,18.0,0.0,E,12.0
1012.0,0.0,2018-02-27,34.0,32.0,19.0,0.0,E,15.0
1012.0,0.0,2018-02-28,28.0,32.0,18.0,0.0,E,14.0
1012.0,0.0,2018-03-01,30.0,32.0,19.0,0.0,E,14.0
1011.0,0.0,2018-03-02,26.0,32.0,19.0,0.0,E,14.0
1011.0,0.0,2018-03-03,19.0,33.0,20.0,0.0,ENE,11.0
1011.0,0.0,2018-03-04,19.0,33.0,20.0,0.0,ESE,11.0
1011.0,0.0,2018-03-05,20.0,33.0,20.0,0.0,E,13.0
1012.0,0.0,2018-03-06,24.0,33.0,19.0,0.0,E,11.0
1012.0,0.0,2018-03-07,28.0,33.0,19.0,0.0,ESE,14.0
1012.0,1.0,2018-03-08,31.0,33.0,20.0,0.0,ESE,15.0
1012.0,2.0,2018-03-09,28.0,33.0,20.0,0.0,ESE,13.0
1012.0,3.0,2018-03-10,35.0,33.0,20.0,0.0,E,14.0
1012.0,0.0,2018-03-11,32.0,33.0,21.0,0.0,E,16.0
1013.0,2.0,2018-03-12,39.0,33.0,20.0,0.0,E,17.0
1012.0,18.0,2018-03-13,56.0,32.0,20.0,0.1,ESE,16.0
1011.0,36.0,2018-03-14,52.0,32.0,22.0,1.7,SE,14.0
1011.0,37.0,2018-03-15,54.0,33.0,22.0,0.5,SSE,11.0
1010.0,47.0,2018-03-16,62.0,30.0,23.0,17.6,SW,6.0
1011.0,33.0,2018-03-17,65.0,29.0,22.0,13.9,ESE,9.0
1012.0,30.0,2018-03-18,67.0,28.0,21.0,1.5,ESE,12.0
1013.0,9.0,2018-03-19,48.0,31.0,21.0,0.0,ESE,12.0
1012.0,6.0,2018-03-20,37.0,33.0,22.0,0.0,ESE,11.0
1011.0,10.0,2018-03-21,38.0,33.0,22.0,0.0,SSE,7.0
1009.0,20.0,2018-03-22,43.0,31.0,24.0,1.6,SW,9.0
1009.0,12.0,2018-03-23,36.0,34.0,24.0,0.0,SSE,10.0
1011.0,30.0,2018-03-24,43.0,31.0,25.0,0.6,ESE,10.0
1013.0,6.0,2018-03-25,38.0,34.0,23.0,0.0,ESE,15.0
1013.0,4.0,2018-03-26,35.0,34.0,22.0,0.0,ESE,14.0
1012.0,5.0,2018-03-27,37.0,33.0,22.0,0.0,SE,9.0
1011.0,7.0,2018-03-28,40.0,34.0,24.0,0.0,SE,8.0
1010.0,18.0,2018-03-29,42.0,33.0,25.0,0.0,S,8.0
1010.0,21.0,2018-03-30,50.0,32.0,25.0,0.1,SSE,9.0
1009.0,17.0,2018-03-31,47.0,32.0,24.0,0.4,S,10.0
1009.0,18.0,2018-04-01,44.0,34.0,22.0,0.0,SSE,11.0
1010.0,20.0,2018-04-02,45.0,32.0,24.0,0.5,SE,9.0
1010.0,11.0,2018-04-03,39.0,33.0,25.0,0.1,ESE,11.0
1008.0,3.0,2018-04-04,40.0,34.0,24.0,0.0,ESE,13.0
1008.0,4.0,2018-04-05,38.0,34.0,23.0,0.0,SE,12.0
1009.0,11.0,2018-04-06,37.0,34.0,24.0,0.0,SE,10.0
1010.0,6.0,2018-04-07,35.0,34.0,24.0,0.0,ESE,12.0
1010.0,3.0,2018-04-08,42.0,34.0,22.0,0.0,ESE,15.0
1011.0,9.0,2018-04-09,46.0,34.0,21.0,0.0,ESE,15.0
1010.0,7.0,2018-04-10,44.0,33.0,22.0,0.0,ESE,14.0
1010.0,9.0,2018-04-11,47.0,33.0,22.0,0.0,E,12.0
1009.0,17.0,2018-04-12,47.0,33.0,23.0,0.1,ESE,11.0
1010.0,10.0,2018-04-13,47.0,35.0,23.0,0.3,ESE,13.0
1009.0,13.0,2018-04-14,48.0,35.0,24.0,1.1,SE,12.0
1010.0,19.0,2018-04-15,48.0,34.0,24.0,0.3,SE,12.0
1010.0,23.0,2018-04-16,48.0,33.0,25.0,0.1,ESE,10.0
1011.0,7.0,2018-04-17,44.0,35.0,24.0,0.3,ESE,12.0
1010.0,8.0,2018-04-18,36.0,36.0,25.0,0.0,SE,9.0
1009.0,13.0,2018-04-19,38.0,36.0,26.0,0.0,SSE,8.0
1009.0,32.0,2018-04-20,50.0,33.0,25.0,4.7,S,8.0
1008.0,25.0,2018-04-21,47.0,34.0,25.0,0.1,S,7.0
1009.0,21.0,2018-04-22,46.0,34.0,25.0,0.3,S,7.0
1009.0,16.0,2018-04-23,45.0,33.0,25.0,0.5,SW,8.0
1009.0,20.0,2018-04-24,43.0,34.0,25.0,0.0,S,7.0
1009.0,20.0,2018-04-25,46.0,33.0,25.0,0.3,SSW,7.0
1008.0,25.0,2018-04-26,44.0,33.0,25.0,0.0,SSE,9.0
1009.0,6.0,2018-04-27,39.0,35.0,25.0,0.0,ESE,12.0
1010.0,3.0,2018-04-28,42.0,35.0,24.0,0.0,SE,11.0
1009.0,13.0,2018-04-29,40.0,35.0,25.0,0.0,SSW,8.0
1008.0,14.0,2018-04-30,48.0,35.0,26.0,0.3,WSW,12.0
1008.0,9.0,2018-05-01,48.0,36.0,24.0,0.0,WSW,10.0
1009.0,25.0,2018-05-02,55.0,34.0,25.0,2.0,SW,11.0
1009.0,16.0,2018-05-03,56.0,31.0,24.0,3.1,SE,11.0
1010.0,9.0,2018-05-04,52.0,33.0,23.0,0.5,SSE,8.0
1010.0,20.0,2018-05-05,50.0,34.0,25.0,0.0,SE,10.0
1010.0,7.0,2018-05-06,46.0,35.0,24.0,0.0,SE,10.0
1009.0,21.0,2018-05-07,47.0,33.0,24.0,0.0,SSE,9.0
1009.0,44.0,2018-05-08,50.0,33.0,25.0,5.2,SSE,13.0
1009.0,38.0,2018-05-09,56.0,32.0,23.0,0.2,S,10.0
1011.0,48.0,2018-05-10,62.0,31.0,24.0,6.5,S,11.0
1009.0,53.0,2018-05-11,55.0,34.0,24.0,1.7,SW,6.0
1009.0,31.0,2018-05-12,60.0,31.0,24.0,1.5,WSW,7.0
1009.0,31.0,2018-05-13,54.0,33.0,24.0,3.9,SSE,7.0
1009.0,36.0,2018-05-14,58.0,31.0,24.0,10.8,SW,9.0
1009.0,37.0,2018-05-15,52.0,31.0,24.0,0.4,SE,10.0
1008.0,24.0,2018-05-16,50.0,33.0,23.0,0.0,ESE,8.0
1007.0,27.0,2018-05-17,51.0,33.0,24.0,0.0,S,7.0
1007.0,29.0,2018-05-18,55.0,33.0,24.0,0.1,W,11.0
1007.0,28.0,2018-05-19,52.0,34.0,25.0,2.1,SSW,8.0
1007.0,27.0,2018-05-20,53.0,34.0,23.0,7.0,W,9.0
1007.0,42.0,2018-05-21,62.0,33.0,24.0,6.7,W,9.0
1008.0,20.0,2018-05-22,58.0,32.0,23.0,6.1,WSW,9.0
1007.0,22.0,2018-05-23,55.0,32.0,25.0,0.3,SW,7.0
1006.0,22.0,2018-05-24,59.0,31.0,25.0,2.9,WNW,10.0
1006.0,46.0,2018-05-25,71.0,31.0,23.0,14.3,WSW,12.0
1006.0,39.0,2018-05-26,70.0,31.0,23.0,12.2,SE,10.0
1005.0,23.0,2018-05-27,63.0,33.0,24.0,2.7,SE,11.0
1004.0,24.0,2018-05-28,63.0,32.0,24.0,2.1,S,9.0
1005.0,33.0,2018-05-29,69.0,31.0,22.0,5.2,WSW,17.0
1005.0,43.0,2018-05-30,71.0,32.0,23.0,34.1,WNW,11.0
1006.0,33.0,2018-05-31,69.0,31.0,23.0,6.8,WSW,11.0
1007.0,36.0,2018-06-01,68.0,31.0,24.0,5.7,SW,7.0
1008.0,35.0,2018-06-02,68.0,30.0,23.0,13.0,W,10.0
1007.0,56.0,2018-06-03,72.0,29.0,23.0,4.2,W,11.0
1006.0,60.0,2018-06-04,76.0,27.0,23.0,4.2,WSW,13.0
1006.0,33.0,2018-06-05,71.0,30.0,21.0,8.0,WSW,14.0
1008.0,41.0,2018-06-06,72.0,29.0,23.0,8.0,WSW,17.0
1008.0,58.0,2018-06-07,73.0,30.0,22.0,2.0,WSW,24.0
1006.0,85.0,2018-06-08,78.0,27.0,22.0,1.3,WSW,28.0
1005.0,53.0,2018-06-09,71.0,28.0,22.0,0.5,W,30.0
1007.0,40.0,2018-06-10,70.0,29.0,21.0,0.7,W,28.0
1007.0,67.0,2018-06-11,71.0,29.0,22.0,0.2,W,27.0
1007.0,44.0,2018-06-12,69.0,29.0,22.0,0.0,WSW,26.0
1008.0,43.0,2018-06-13,67.0,30.0,22.0,0.0,W,23.0
1008.0,49.0,2018-06-14,70.0,30.0,22.0,1.9,WSW,19.0
1009.0,33.0,2018-06-15,68.0,31.0,21.0,7.0,W,15.0
1010.0,18.0,2018-06-16,65.0,32.0,21.0,2.3,W,17.0
1010.0,24.0,2018-06-17,65.0,31.0,21.0,0.0,W,21.0
1009.0,16.0,2018-06-18,64.0,30.0,21.0,0.4,WSW,21.0
1008.0,28.0,2018-06-19,67.0,29.0,21.0,0.1,WSW,23.0
1007.0,36.0,2018-06-20,68.0,30.0,22.0,0.0,WSW,21.0
1007.0,61.0,2018-06-21,72.0,29.0,22.0,3.9,WSW,22.0
1007.0,53.0,2018-06-22,70.0,28.0,21.0,3.5,W,18.0
1007.0,46.0,2018-06-23,72.0,28.0,21.0,10.0,W,17.0
1008.0,45.0,2018-06-24,70.0,29.0,21.0,5.0,W,19.0
1007.0,39.0,2018-06-25,72.0,29.0,21.0,9.4,WSW,20.0
1007.0,40.0,2018-06-26,68.0,29.0,21.0,0.0,W,26.0
1006.0,69.0,2018-06-27,71.0,27.0,21.0,0.7,W,24.0
1007.0,60.0,2018-06-28,72.0,26.0,21.0,0.1,WSW,20.0
1007.0,42.0,2018-06-29,70.0,29.0,20.0,1.0,WSW,15.0
1008.0,26.0,2018-06-30,66.0,30.0,21.0,1.7,W,12.0
1008.0,39.0,2018-07-01,67.0,29.0,21.0,6.2,W,11.0
1008.0,38.0,2018-07-02,70.0,30.0,22.0,11.8,WSW,16.0
1009.0,49.0,2018-07-03,71.0,28.0,21.0,1.1,W,16.0
1010.0,27.0,2018-07-04,67.0,29.0,21.0,0.0,W,20.0
1009.0,14.0,2018-07-05,63.0,30.0,21.0,0.0,W,22.0
1008.0,47.0,2018-07-06,71.0,27.0,21.0,5.3,W,22.0
1007.0,84.0,2018-07-07,78.0,25.0,21.0,1.6,W,23.0
1007.0,80.0,2018-07-08,75.0,26.0,21.0,3.8,W,23.0
1006.0,65.0,2018-07-09,72.0,28.0,21.0,4.1,W,22.0
1007.0,55.0,2018-07-10,73.0,28.0,21.0,7.4,WSW,22.0
1008.0,63.0,2018-07-11,74.0,27.0,21.0,2.9,WSW,25.0
1007.0,58.0,2018-07-12,71.0,27.0,21.0,0.0,W,28.0
1007.0,50.0,2018-07-13,71.0,27.0,21.0,0.5,W,26.0
1006.0,52.0,2018-07-14,70.0,27.0,21.0,0.2,W,28.0
1006.0,68.0,2018-07-15,70.0,27.0,22.0,0.4,W,28.0
1006.0,54.0,2018-07-16,68.0,27.0,21.0,0.1,W,30.0
1007.0,54.0,2018-07-17,68.0,28.0,21.0,0.1,W,29.0
1007.0,47.0,2018-07-18,66.0,29.0,21.0,0.1,W,26.0
1007.0,57.0,2018-07-19,68.0,29.0,22.0,0.3,W,26.0
1007.0,66.0,2018-07-20,68.0,29.0,22.0,0.1,W,28.0
1009.0,57.0,2018-07-21,67.0,28.0,22.0,0.2,W,28.0
1008.0,50.0,2018-07-22,66.0,28.0,22.0,0.0,W,26.0
1008.0,58.0,2018-07-23,70.0,27.0,21.0,0.4,W,23.0
1009.0,52.0,2018-07-24,71.0,27.0,21.0,0.9,W,22.0
1009.0,48.0,2018-07-25,70.0,28.0,21.0,0.4,W,21.0
1010.0,35.0,2018-07-26,67.0,29.0,21.0,2.6,W,19.0
1009.0,51.0,2018-07-27,69.0,28.0,21.0,0.1,W,22.0
1009.0,57.0,2018-07-28,69.0,28.0,21.0,5.6,W,20.0
1008.0,49.0,2018-07-29,70.0,29.0,21.0,1.3,W,18.0
1008.0,37.0,2018-07-30,68.0,30.0,21.0,3.9,W,16.0
1009.0,50.0,2018-07-31,69.0,28.0,21.0,0.1,W,22.0
1010.0,42.0,2018-08-01,68.0,28.0,21.0,0.1,W,22.0
1010.0,27.0,2018-08-02,66.0,31.0,21.0,5.8,W,19.0
1011.0,47.0,2018-08-03,68.0,29.0,21.0,3.0,W,17.0
1010.0,47.0,2018-08-04,70.0,28.0,21.0,0.3,W,19.0
1010.0,50.0,2018-08-05,68.0,28.0,21.0,1.5,W,21.0
1009.0,41.0,2018-08-06,67.0,27.0,21.0,0.1,W,25.0
1008.0,55.0,2018-08-07,69.0,26.0,20.0,4.0,W,25.0
1007.0,57.0,2018-08-08,70.0,28.0,20.0,0.0,W,23.0
1009.0,37.0,2018-08-09,69.0,29.0,20.0,0.3,W,22.0
1011.0,60.0,2018-08-10,71.0,28.0,20.0,6.2,W,20.0
1010.0,81.0,2018-08-11,78.0,24.0,21.0,3.2,W,21.0
1008.0,86.0,2018-08-12,81.0,24.0,20.0,5.1,W,24.0
1008.0,76.0,2018-08-13,75.0,26.0,20.0,0.3,W,28.0
1007.0,73.0,2018-08-14,80.0,24.0,21.0,4.0,W,24.0
1006.0,68.0,2018-08-15,80.0,26.0,20.0,9.1,W,20.0
1007.0,73.0,2018-08-16,81.0,24.0,21.0,1.6,W,24.0
1006.0,57.0,2018-08-17,73.0,27.0,20.0,0.2,W,26.0
1007.0,52.0,2018-08-18,70.0,28.0,20.0,1.3,W,26.0
1007.0,64.0,2018-08-19,71.0,27.0,21.0,0.3,W,24.0
1008.0,56.0,2018-08-20,71.0,27.0,21.0,0.3,W,25.0
1009.0,34.0,2018-08-21,68.0,28.0,20.0,0.0,W,23.0
1009.0,41.0,2018-08-22,70.0,29.0,20.0,1.3,W,19.0
1010.0,44.0,2018-08-23,72.0,28.0,21.0,6.6,WNW,18.0
1010.0,45.0,2018-08-24,73.0,28.0,20.0,8.3,WNW,18.0
1009.0,51.0,2018-08-25,75.0,27.0,20.0,7.1,WNW,15.0
1008.0,52.0,2018-08-26,76.0,28.0,20.0,5.7,W,16.0
1008.0,51.0,2018-08-27,75.0,28.0,20.0,3.2,W,19.0
1009.0,56.0,2018-08-28,76.0,28.0,20.0,2.6,W,16.0
1010.0,44.0,2018-08-29,76.0,28.0,20.0,3.5,W,16.0
1009.0,48.0,2018-08-30,76.0,27.0,20.0,10.0,WNW,16.0
1010.0,61.0,2018-08-31,75.0,28.0,21.0,8.8,WNW,16.0
1011.0,38.0,2018-09-01,74.0,28.0,20.0,4.0,WNW,14.0
1011.0,33.0,2018-09-02,71.0,29.0,20.0,2.7,WNW,14.0
1010.0,24.0,2018-09-03,66.0,29.0,20.0,0.0,NW,12.0
1011.0,20.0,2018-09-04,65.0,29.0,20.0,0.0,W,12.0
1010.0,33.0,2018-09-05,69.0,28.0,20.0,2.6,WNW,14.0
1009.0,31.0,2018-09-06,70.0,29.0,20.0,1.2,W,15.0
1010.0,30.0,2018-09-07,71.0,28.0,20.0,1.7,W,16.0
1010.0,22.0,2018-09-08,66.0,30.0,19.0,0.0,WNW,13.0
1010.0,27.0,2018-09-09,63.0,29.0,21.0,0.0,W,7.0
1012.0,36.0,2018-09-10,66.0,28.0,22.0,6.5,WSW,7.0
1012.0,33.0,2018-09-11,65.0,30.0,22.0,3.2,S,5.0
1011.0,29.0,2018-09-12,62.0,30.0,22.0,2.5,W,7.0
1010.0,30.0,2018-09-13,68.0,28.0,23.0,8.2,WNW,5.0
1010.0,21.0,2018-09-14,57.0,31.0,22.0,0.7,W,5.0
1011.0,36.0,2018-09-15,68.0,30.0,22.0,5.3,WSW,11.0
1009.0,40.0,2018-09-16,72.0,29.0,21.0,5.5,SW,9.0
1009.0,39.0,2018-09-17,75.0,27.0,20.0,0.4,W,15.0
1009.0,39.0,2018-09-18,70.0,29.0,21.0,0.5,WNW,15.0
1009.0,35.0,2018-09-19,73.0,26.0,20.0,0.4,WNW,14.0
1007.0,40.0,2018-09-20,76.0,25.0,20.0,2.2,WNW,12.0
1008.0,34.0,2018-09-21,74.0,28.0,20.0,3.6,W,13.0
1010.0,19.0,2018-09-22,66.0,29.0,18.0,0.0,SW,10.0
1012.0,42.0,2018-09-23,69.0,29.0,21.0,8.9,SE,4.0
1012.0,28.0,2018-09-24,66.0,29.0,22.0,2.1,SE,6.0
1011.0,30.0,2018-09-25,70.0,29.0,22.0,10.5,SSE,6.0
1010.0,23.0,2018-09-26,70.0,29.0,22.0,6.4,SE,6.0
1010.0,19.0,2018-09-27,69.0,30.0,21.0,2.7,ESE,9.0
1010.0,33.0,2018-09-28,73.0,28.0,21.0,6.2,E,9.0
1010.0,38.0,2018-09-29,73.0,29.0,21.0,7.1,E,11.0
1010.0,37.0,2018-09-30,74.0,28.0,21.0,0.8,E,10.0
1010.0,24.0,2018-10-01,69.0,30.0,21.0,2.1,E,12.0
1011.0,28.0,2018-10-02,73.0,29.0,21.0,1.2,E,11.0
1011.0,43.0,2018-10-03,73.0,29.0,21.0,3.9,E,10.0
1011.0,58.0,2018-10-04,82.0,26.0,21.0,3.6,E,14.0
1011.0,76.0,2018-10-05,86.0,26.0,21.0,5.8,E,15.0
1011.0,51.0,2018-10-06,82.0,27.0,20.0,2.8,E,14.0
1011.0,39.0,2018-10-07,75.0,29.0,20.0,0.1,E,11.0
1010.0,18.0,2018-10-08,63.0,29.0,20.0,0.0,ENE,8.0
1010.0,35.0,2018-10-09,63.0,29.0,21.0,0.3,SE,6.0
1009.0,10.0,2018-10-10,55.0,28.0,21.0,0.0,W,8.0
1009.0,12.0,2018-10-11,50.0,30.0,20.0,0.0,SW,8.0
1013.0,33.0,2018-10-15,74.0,30.0,21.0,13.3,SSW,6.0
1013.0,41.0,2018-10-16,77.0,28.0,21.0,15.1,SE,9.0
1013.0,40.0,2018-10-17,77.0,27.0,20.0,9.9,SSW,6.0
1013.0,55.0,2018-10-18,76.0,28.0,20.0,4.5,SSW,5.0
1013.0,43.0,2018-10-19,76.0,26.0,21.0,5.7,E,8.0
1014.0,19.0,2018-10-20,66.0,28.0,20.0,0.0,ENE,9.0
1014.0,21.0,2018-10-21,64.0,28.0,19.0,0.0,ENE,10.0
1014.0,9.0,2018-10-22,59.0,28.0,19.0,0.0,ENE,11.0
1014.0,5.0,2018-10-23,59.0,29.0,19.0,0.0,ENE,10.0
